date,tmax,tmin
2025-12-03,10.0,6.0
2025-12-04,9.0,4.7
2025-12-05,6.8,-0.2
2025-12-06,12.3,6.2
2025-12-07,14.9,10.1
2025-12-08,15.8,12.0
2025-12-09,14.8,9.0
2025-12-10,13.7,8.3
2025-12-11,10.1,4.4
2025-12-12,11.3,7.7
2025-12-13,9.6,6.9
2025-12-14,7.8,6.2
2025-12-15,10.7,4.9
2025-12-16,13.2,8.0
2025-12-17,10.3,7.3
2025-12-18,14.5,6.3
2025-12-19,13.2,7.4
2025-12-20,9.8,5.9
2025-12-21,11.2,7.7
2025-12-22,10.8,7.0
2025-12-23,8.1,3.4
2025-12-24,5.2,-0.4
2025-12-25,1.7,-1.2
2025-12-26,2.8,-2.6
2025-12-27,3.3,-1.3
2025-12-28,2.7,-1.6
2025-12-29,2.9,-4.1
2025-12-30,5.1,0.4
2025-12-31,3.5,-2.7
2026-01-01,3.8,-3.5
2026-01-02,4.2,-1.3
2026-01-03,3.1,-2.0
2026-01-04,2.8,-4.1
2026-01-05,-0.5,-3.6
2026-01-06,0.3,-6.3
2026-01-07,2.5,-1.8
2026-01-08,10.1,2.2
2026-01-09,10.0,3.9
2026-01-10,4.3,2.0
2026-01-11,4.6,-0.8
2026-01-12,11.6,4.1
2026-01-13,11.8,7.6
2026-01-14,12.3,8.3
2026-01-15,12.2,8.0
2026-01-16,10.8,7.2
2026-01-17,11.1,6.4
2026-01-18,9.7,6.3
2026-01-19,9.6,2.4
2026-01-20,9.2,5.3
2026-01-21,12.6,7.9
2026-01-22,11.3,7.0
2026-01-23,9.1,5.2
2026-01-24,8.7,3.1
2026-01-25,7.5,3.4
2026-01-26,8.3,3.0
2026-01-27,9.0,4.7
2026-01-28,7.1,2.1
2026-01-29,5.1,0.0
2026-01-30,10.8,3.7
2026-01-31,8.2,5.4
2026-02-01,8.8,4.4
2026-02-02,10.2,2.4
2026-02-03,9.8,6.6
2026-02-04,10.6,3.3
2026-02-05,11.3,7.6
2026-02-06,12.7,8.1
2026-02-07,12.6,6.1
2026-02-08,12.4,4.1
2026-02-09,10.2,3.4
2026-02-10,13.0,8.1
2026-02-11,12.9,9.8
2026-02-12,11.9,8.3
2026-02-13,9.7,6.9
2026-02-14,7.5,-0.1
2026-02-15,9.1,-0.8
2026-02-16,10.1,6.5
2026-02-17,7.8,4.0
2026-02-18,8.6,2.8
2026-02-19,11.0,6.0
2026-02-20,11.3,5.3
2026-02-21,15.6,9.7
2026-02-22,13.7,10.8
2026-02-23,14.8,9.5
2026-02-24,15.4,10.8
2026-02-25,18.9,6.9
2026-02-26,17.9,9.3
2026-02-27,14.4,9.7
2026-02-28,12.4,7.1
2026-03-01,12.5,4.3
2026-03-02,16.6,5.7
2026-03-03,17.0,5.0
2026-03-04,17.8,5.8
2026-03-05,17.2,5.8
2026-03-06,17.4,7.4
2026-03-07,17.6,8.0
2026-03-08,16.4,6.8
2026-03-09,17.0,6.8
2026-03-10,15.5,9.0
2026-03-11,12.8,7.7
2026-03-12,12.6,4.3
2026-03-13,11.7,6.1
2026-03-14,9.2,2.3
2026-03-15,12.2,1.1
2026-03-16,11.8,7.1
2026-03-17,15.9,5.6
2026-03-18,15.0,7.2
2026-03-19,16.2,5.8
2026-03-20,16.4,4.0
2026-03-21,16.2,5.9
2026-03-22,14.8,4.5
2026-03-23,15.8,4.6
2026-03-24,17.2,5.3
2026-03-25,11.5,4.6
2026-03-26,9.2,2.3
2026-03-27,10.3,0.3
2026-03-28,10.4,5.1
2026-03-29,11.0,2.2
2026-03-30,12.3,7.6
2026-03-31,10.7,5.3
2026-04-01,11.9,7.8
2026-04-02,13.5,6.8
2026-04-03,13.3,3.1
2026-04-04,17.9,11.5
2026-04-05,15.3,8.9
2026-04-06,16.7,3.8
2026-04-07,23.1,6.7
2026-04-08,24.3,8.3
2026-04-09,26.5,8.9
2026-04-10,17.2,8.2
2026-04-11,16.5,8.4
2026-04-12,14.0,5.8
2026-04-13,14.3,7.4
2026-04-14,17.8,4.0
2026-04-15,18.1,6.8
2026-04-16,19.0,9.0
2026-04-17,21.2,8.5
2026-04-18,21.6,11.3
2026-04-19,18.0,6.3
2026-04-20,15.8,6.2
2026-04-21,15.4,5.0
2026-04-22,18.8,7.5
2026-04-23,22.1,7.7
2026-04-24,23.1,8.1
2026-04-25,23.8,6.8
2026-04-26,22.8,7.5
2026-04-27,22.5,8.4
2026-04-28,20.9,10.2
2026-04-29,24.5,12.9
2026-04-30,24.2,12.4
2026-05-01,26.0,11.9
2026-05-02,25.6,13.5
2026-05-03,19.3,14.5
2026-05-04,17.2,12.7
2026-05-05,15.6,12.0
2026-05-06,14.4,9.4
2026-05-07,16.1,9.5
2026-05-08,19.5,7.4
2026-05-09,23.4,9.4
2026-05-10,17.2,12.7
2026-05-11,13.5,8.8
2026-05-12,14.3,5.8
2026-05-13,13.1,9.2
2026-05-14,12.0,7.1
2026-05-15,12.9,4.8
2026-05-16,14.6,5.7
2026-05-17,15.8,10.4
2026-05-18,15.0,8.3
2026-05-19,17.4,10.3
2026-05-20,19.4,12.9
2026-05-21,23.4,11.0
2026-05-22,27.1,12.8
2026-05-23,29.1,15.3
2026-05-24,30.4,17.1
2026-05-25,31.8,18.4
2026-05-26,32.3,17.3
2026-05-27,31.7,18.0
2026-05-28,31.9,19.7
2026-05-29,33.1,20.1
2026-05-30,32.2,20.6
2026-05-31,22.4,16.4
2026-06-01,25.0,13.8
2026-06-02,21.1,14.5
2026-06-03,19.7,12.9
2026-06-04,19.6,14.8
2026-06-05,18.3,11.4
2026-06-06,20.1,13.0
2026-06-07,21.9,11.2
2026-06-08,21.8,13.8
2026-06-09,18.9,10.2
2026-06-10,17.6,11.9
2026-06-11,17.9,9.7
2026-06-12,25.2,16.1
2026-06-13,27.4,15.7
2026-06-14,25.9,13.3
2026-06-15,29.5,14.6
2026-06-16,26.5,20.4
2026-06-17,32.4,17.8
2026-06-18,36.3,18.4
2026-06-19,34.8,21.7
2026-06-20,32.8,19.1
2026-06-21,37.1,20.1
2026-06-22,36.5,24.3
2026-06-23,37.1,24.2
2026-06-24,40.3,25.2
2026-06-25,39.8,26.9
2026-06-26,36.3,26.3
2026-06-27,35.8,21.6
2026-06-28,30.2,20.9
2026-06-29,26.8,16.3
2026-06-30,27.6,15.2
2026-07-01,24.5,15.6
2026-07-02,25.7,15.3
2026-07-03,27.8,15.1
2026-07-04,30.1,14.0
2026-07-05,29.1,16.9
2026-07-06,33.7,17.6
2026-07-07,33.8,21.1
2026-07-08,33.9,18.7
2026-07-09,33.0,21.9
2026-07-10,33.7,21.7
2026-07-11,35.3,22.9
2026-07-12,34.9,22.8
